,State,Year,Population,CO2 Emissions (Millions of tonnes),PPP,GDP,Average Salary,Average Disposable Income,Violent Crimes Committed,Unemployment Rate,Hospital Count,Traffic Fatalities,Air Quality Index
630,Florida,2022,21766047,231.0012543923472,102.252,1239883.6,64171.0,55302.0,59633.0,2.9,213.0,17115.0,41.1578947368421
631,Florida,2023,21960278,,103.452,1292787.6,67821.0,60189.0,49432.0,,,,41.94736842105263
632,Florida,2024,22146342,,,1339618.6,70390.0,62419.0,,,,,43.21052631578947
633,Florida,2025,22323972,,,,,,,,,,
634,Florida,2026,22492902,,,,,,,,,,
635,Florida,2027,22652867,,,,,,,,,,
636,Florida,2028,22803601,,,,,,,,,,
637,Florida,2029,22944838,,,,,,,,,,
638,Florida,2030,23076312,,,,,,,,,,
639,Georgia,1960,3943116,,,,1749.0,1587.0,,,,,
640,Georgia,1961,4007761,,,,1799.0,1636.0,,,,,
641,Georgia,1962,4072407,,,,1901.0,1719.0,,,,,
642,Georgia,1963,4137053,,,,2024.0,1829.0,,,,,
643,Georgia,1964,4201699,,,,2148.0,1954.0,,,,,
644,Georgia,1965,4266345,,,,2331.0,2116.0,,,,,
645,Georgia,1966,4330991,,,,2545.0,2296.0,,,,,
646,Georgia,1967,4395637,,,,2750.0,2490.0,,,,,
647,Georgia,1968,4460283,,,,2986.0,2671.0,,,,,
648,Georgia,1969,4524929,,,,3292.0,2889.0,,,,,
649,Georgia,1970,4589575,73.60233519436318,,,3542.0,3153.0,,,,,
650,Georgia,1971,4676928,79.6435835071401,,,3823.0,3439.0,,,,,
651,Georgia,1972,4764281,86.84165722839244,,,4203.0,3730.0,,,,,
652,Georgia,1973,4851634,93.19813876142466,,,4656.0,4159.0,,,,,
653,Georgia,1974,4938987,91.777574752127,,,5019.0,4479.0,,,,,
654,Georgia,1975,5026340,91.52079418698588,,,5354.0,4869.0,,,,,
655,Georgia,1976,5113693,96.28969482098304,,,5881.0,5297.0,,8.16,,,
656,Georgia,1977,5201046,104.7522197990708,,,6396.0,5726.0,,6.93,,,
657,Georgia,1978,5288399,106.5848122440949,,,7154.0,6365.0,,5.69,,,
658,Georgia,1979,5375752,111.5233166315776,,,7850.0,6900.0,,5.13,,,
659,Georgia,1980,5463105,113.0869459467199,,,8604.0,7588.0,,6.31,,,36.0
660,Georgia,1981,5564616,113.6376941682432,,,9594.0,8426.0,,6.45,,,36.25
661,Georgia,1982,5666127,110.171517203023,,,10237.0,9046.0,,7.8,,,39.0
662,Georgia,1983,5767638,117.3340696516328,,,11066.0,9763.0,,7.64,,,38.2
663,Georgia,1984,5869149,130.0887905395679,,,12305.0,10907.0,,6.1,,,41.5
664,Georgia,1985,5970660,136.6575950304903,,,13191.0,11612.0,,6.34,,,40.5
665,Georgia,1986,6072171,131.3897668669853,,,14104.0,12435.0,,5.92,,,44.4
666,Georgia,1987,6173682,136.8647765886631,,,14847.0,13017.0,,5.56,,,46.44444444444444
667,Georgia,1988,6275193,139.167212683886,,,15948.0,14065.0,,5.62,,,46.111111111111114
668,Georgia,1989,6376704,134.1927246517639,,,16928.0,14867.0,,5.4,,,42.1
669,Georgia,1990,6478216,139.1035031630371,,,17831.0,15682.0,,5.35,,,42.583333333333336
670,Georgia,1991,6649039,131.1135420785006,,,18333.0,16236.0,,5.29,,,37.333333333333336
671,Georgia,1992,6819863,130.7866695146995,,,19347.0,17170.0,,6.58,,,36.5625
672,Georgia,1993,6990687,140.2478788935913,,,20070.0,17742.0,,5.73,,,40.46666666666667
673,Georgia,1994,7161510,143.0566919117329,,,21070.0,18599.0,,5.05,,,36.529411764705884
674,Georgia,1995,7332334,151.5336402863539,,,22210.0,19555.0,,4.73,,,39.166666666666664
675,Georgia,1996,7503158,156.0658130940755,,,23437.0,20497.0,,4.61,,,35.8
676,Georgia,1997,7673981,157.1067952638324,,351183.9,24356.0,21165.0,,4.48,,,36.90909090909091
677,Georgia,1998,7844805,158.3180923488821,,377705.9,26107.0,22597.0,,4.18,,,42.04347826086956
678,Georgia,1999,8015629,160.9256834604236,,404465.2,27184.0,23501.0,,3.82,154.0,,56.0
679,Georgia,2000,8186453,169.6470844186921,,417713.5,28760.0,24815.0,,3.53,151.0,,54.24242424242424
680,Georgia,2001,8336573,161.5892961191732,,422731.6,29693.0,25745.0,,4.09,147.0,,49.24242424242424
681,Georgia,2002,8486693,166.5402978791882,,427329.7,30086.0,26745.0,,5.31,146.0,,47.55882352941177
682,Georgia,2003,8636813,170.3957708339798,,439074.6,30805.0,27670.0,,5.14,146.0,,48.93939393939394
683,Georgia,2004,8786933,175.2556438362359,,461245.4,31982.0,28812.0,,5.08,146.0,,52.303030303030305
684,Georgia,2005,8937053,185.5484510489339,,480838.3,33283.0,29696.0,,5.68,149.0,3762.0,52.34285714285714
685,Georgia,2006,9087173,182.925402379296,,487524.9,34574.0,30641.0,,5.08,147.0,,55.34285714285714
686,Georgia,2007,9237293,185.5512318804287,,492238.7,35440.0,31299.0,,4.91,147.0,,53.714285714285715
687,Georgia,2008,9387413,172.5790941751435,94.199,481860.3,35272.0,31329.0,45569.0,6.78,153.0,,51.114285714285714
688,Georgia,2009,9537533,162.8366101887402,91.797,464016.8,34213.0,31160.0,40703.0,10.41,152.0,,48.5
689,Georgia,2010,9687653,175.0142010254243,94.463,471588.2,34740.0,31536.0,37829.0,10.66,154.0,,51.34375
690,Georgia,2011,9790078,159.6913292925331,93.618,481215.4,36760.0,33092.0,35965.0,10.16,153.0,,51.5625
691,Georgia,2012,9892504,141.318592729406,95.243,489027.3,37250.0,33557.0,37085.0,9.04,148.0,,49.125
692,Georgia,2013,9994929,142.3455986603787,94.787,499900.2,37484.0,33413.0,35862.0,8.14,144.0,,45.09375
693,Georgia,2014,10097355,147.5506614302992,94.903,517511.9,39550.0,35232.0,37390.0,7.14,142.0,3964.0,47.78125
694,Georgia,2015,10199780,145.0179807935318,94.667,540108.5,41527.0,36838.0,36543.0,6.08,141.0,4344.0,44.25
695,Georgia,2016,10302206,143.7581449148424,94.932,561718.3,42742.0,38002.0,39354.0,5.47,141.0,4701.0,44.5
696,Georgia,2017,10404631,141.0068895733481,95.292,583543.3,44836.0,39782.0,32275.0,4.76,147.0,4712.0,43.25806451612903
697,Georgia,2018,10507057,141.2682660646838,94.819,600934.7,46624.0,41666.0,33249.0,4.0,145.0,4418.0,40.62068965517241
698,Georgia,2019,10609482,135.8716329353938,94.395,620744.9,48529.0,43248.0,27676.0,3.58,143.0,4563.0,44.55172413793103
699,Georgia,2020,10711908,115.90995859504,94.476,604745.9,51460.0,46098.0,27904.0,6.48,144.0,5517.0,39.06896551724138
700,Georgia,2021,10933027,123.6172169247867,95.761,643013.8,56079.0,49473.0,35559.0,3.92,142.0,6353.0,42.6551724137931
701,Georgia,2022,11040064,124.7557771356631,95.725,665678.1,57193.0,49197.0,39533.0,3.03,141.0,6519.0,42.37931034482759
702,Georgia,2023,11143371,,96.699,678201.2,59691.0,52712.0,35676.0,,,,45.62068965517241
703,Georgia,2024,11242778,,,701072.8,62393.0,54994.0,,,,,43.48275862068966
704,Georgia,2025,11338114,,,,,,,,,,
705,Georgia,2026,11429209,,,,,,,,,,
706,Georgia,2027,11515893,,,,,,,,,,
707,Georgia,2028,11597995,,,,,,,,,,
708,Georgia,2029,11675344,,,,,,,,,,
709,Georgia,2030,11747772,,,,,,,,,,
710,Hawaii,1960,632772,,,,2516.0,2191.0,,,,,
711,Hawaii,1961,646350,,,,2661.0,2316.0,,,,,
712,Hawaii,1962,659929,,,,2750.0,2434.0,,,,,
713,Hawaii,1963,673508,,,,2949.0,2614.0,,,,,
714,Hawaii,1964,687087,,,,3125.0,2805.0,,,,,
715,Hawaii,1965,700666,,,,3412.0,3076.0,,,,,
716,Hawaii,1966,714245,,,,3674.0,3262.0,,,,,
717,Hawaii,1967,727824,,,,3915.0,3468.0,,,,,
718,Hawaii,1968,741403,,,,4338.0,3814.0,,,,,
719,Hawaii,1969,754982,,,,4903.0,4254.0,,,,,
720,Hawaii,1970,768561,13.92882616864987,,,5538.0,4833.0,,,,,
721,Hawaii,1971,788174,15.05355681084744,,,5791.0,5131.0,,,,,
722,Hawaii,1972,807787,15.49260908857671,,,6170.0,5401.0,,,,,
723,Hawaii,1973,827400,15.9470729391866,,,6643.0,5828.0,,,,,
724,Hawaii,1974,847013,15.09935215066719,,,7412.0,6525.0,,,,,
725,Hawaii,1975,866626,15.20413032492658,,,7907.0,7111.0,,,,,
726,Hawaii,1976,886239,15.61260420214851,,,8367.0,7465.0,,9.2,,,
727,Hawaii,1977,905852,16.66201291642565,,,8828.0,7840.0,,7.62,,,
728,Hawaii,1978,925465,16.97872703029952,,,9640.0,8501.0,,6.94,,,
729,Hawaii,1979,945078,18.36852070070001,,,10572.0,9282.0,,5.72,,,
730,Hawaii,1980,964691,17.92729424418874,,,11872.0,10433.0,,4.97,,,18.0
731,Hawaii,1981,979044,16.11706712178425,,,12705.0,11168.0,,5.18,,,30.0
732,Hawaii,1982,993398,14.75740676563439,,,13243.0,11854.0,,6.12,,,30.0
733,Hawaii,1983,1007752,14.75893350434249,,,14265.0,12765.0,,5.9,,,31.0
734,Hawaii,1984,1022106,15.70725760549702,,,15038.0,13475.0,,5.45,,,30.0
735,Hawaii,1985,1036460,16.86583384369754,,,15819.0,14119.0,,5.22,,,21.5
736,Hawaii,1986,1050813,16.50092497103483,,,16593.0,14782.0,,4.68,,,21.5
737,Hawaii,1987,1065167,16.59850381563495,,,17380.0,15267.0,,3.7,,,24.5
738,Hawaii,1988,1079521,19.48336135511023,,,18952.0,16635.0,,3.08,,,19.75
739,Hawaii,1989,1093875,20.33030883377143,,,20880.0,18143.0,,2.48,,,20.0
740,Hawaii,1990,1108229,21.22610824001035,,,22431.0,19508.0,,2.6,,,18.0
741,Hawaii,1991,1118559,19.32400598442684,,,23272.0,20138.0,,2.79,,,18.25
742,Hawaii,1992,1128890,20.2927394138641,,,24530.0,21658.0,,4.14,,,21.75
743,Hawaii,1993,1139221,18.56594290772349,,,25115.0,22208.0,,4.38,,,24.25
744,Hawaii,1994,1149552,19.84816329116299,,,25376.0,22461.0,,5.18,,,25.75
745,Hawaii,1995,1159883,19.83633765543539,,,25756.0,22930.0,,5.52,,,23.75
746,Hawaii,1996,1170213,18.97851239819214,,,25620.0,22669.0,,5.92,,,17.333333333333332
747,Hawaii,1997,1180544,18.54307839908262,,60620.2,26192.0,23156.0,,5.92,,,19.666666666666668
748,Hawaii,1998,1190875,18.55090614855428,,58946.1,26625.0,23445.0,,5.82,,,22.333333333333332
749,Hawaii,1999,1201206,18.25590635880152,,59612.1,27618.0,24284.0,,5.19,22.0,,21.666666666666668
750,Hawaii,2000,1211537,18.56835481327512,,60745.7,29174.0,25593.0,,4.25,21.0,,20.75
751,Hawaii,2001,1226413,19.01778770350266,,60446.4,30178.0,26532.0,,4.27,23.0,,22.666666666666668
752,Hawaii,2002,1241289,20.27676307926445,,62355.2,31353.0,28089.0,,4.05,25.0,,19.75
753,Hawaii,2003,1256166,21.34336997695231,,65623.7,32557.0,29360.0,,3.91,24.0,,21.75
754,Hawaii,2004,1271042,22.2940400924665,,69332.0,34336.0,30947.0,,3.29,24.0,,16.5
755,Hawaii,2005,1285919,22.87811014659454,,72941.9,36278.0,32320.0,,2.82,25.0,436.0,17.0
756,Hawaii,2006,1300795,23.08498484874777,,74892.9,38315.0,34060.0,,2.55,24.0,,15.25
757,Hawaii,2007,1315671,23.84207288791866,,76434.1,40301.0,35809.0,,2.72,23.0,,17.0
758,Hawaii,2008,1330548,19.11582319683977,109.744,76830.2,41887.0,37440.0,3510.0,4.03,25.0,,39.333333333333336
759,Hawaii,2009,1345424,18.65595210474579,112.581,74118.5,41144.0,37599.0,3550.0,6.66,25.0,,41.0
760,Hawaii,2010,1360301,20.26416835460572,109.395,76130.2,41498.0,38004.0,3603.0,6.82,26.0,,47.333333333333336
761,Hawaii,2011,1369798,20.45624791522844,109.869,77174.2,42758.0,38830.0,3466.0,6.83,23.0,,38.25
762,Hawaii,2012,1379295,20.12203173099109,108.37,78694.0,43523.0,39486.0,3378.0,5.9,24.0,,43.75
763,Hawaii,2013,1388792,19.95292002823574,112.299,80534.9,43548.0,39069.0,2236.0,4.76,25.0,,38.5
764,Hawaii,2014,1398289,19.40834728649714,110.592,81304.9,45445.0,40724.0,1770.0,4.23,25.0,476.0,35.5
765,Hawaii,2015,1407786,19.58972128613751,111.515,83857.6,47150.0,41905.0,3530.0,3.42,24.0,536.0,38.0
766,Hawaii,2016,1417283,19.60440104022134,109.881,85670.4,48561.0,43120.0,3452.0,2.89,23.0,577.0,35.75
767,Hawaii,2017,1426780,20.22308705474361,110.447,87436.4,50506.0,44873.0,3577.0,2.22,25.0,585.0,33.25
768,Hawaii,2018,1436277,20.09019437624203,110.831,88836.4,51554.0,45992.0,3711.0,2.41,22.0,625.0,32.25
769,Hawaii,2019,1445774,20.339676833049,111.781,88855.2,53940.0,47954.0,3817.0,2.52,22.0,651.0,21.25
770,Hawaii,2020,1455271,14.75650028070847,113.249,79840.1,56995.0,50860.0,3701.0,11.86,22.0,654.0,21.75
771,Hawaii,2021,1468519,17.17231941853435,112.513,84408.5,61051.0,53727.0,3883.0,6.02,23.0,656.0,23.25
772,Hawaii,2022,1478678,18.09118786926743,111.094,86887.8,62522.0,53741.0,3952.0,3.48,23.0,693.0,24.0
773,Hawaii,2023,1488732,,108.609,88614.3,65888.0,58030.0,2894.0,,,,24.666666666666668
774,Hawaii,2024,1498683,,,90280.2,69520.0,61040.0,,,,,26.0
775,Hawaii,2025,1508531,,,,,,,,,,
776,Hawaii,2026,1518277,,,,,,,,,,
777,Hawaii,2027,1527923,,,,,,,,,,
778,Hawaii,2028,1537468,,,,,,,,,,
779,Hawaii,2029,1546915,,,,,,,,,,
780,Hawaii,2030,1556263,,,,,,,,,,
781,Idaho,1960,667191,,,,1961.0,1762.0,,,,,
782,Idaho,1961,671728,,,,2035.0,1841.0,,,,,
783,Idaho,1962,676266,,,,2150.0,1949.0,,,,,
784,Idaho,1963,680803,,,,2230.0,2013.0,,,,,
785,Idaho,1964,685341,,,,2316.0,2117.0,,,,,
786,Idaho,1965,689879,,,,2615.0,2392.0,,,,,
787,Idaho,1966,694416,,,,2638.0,2401.0,,,,,
788,Idaho,1967,698954,,,,2808.0,2547.0,,,,,
789,Idaho,1968,703491,,,,2971.0,2682.0,,,,,
790,Idaho,1969,708029,,,,3382.0,3030.0,,,,,
791,Idaho,1970,712567,10.2653441305108,,,3691.0,3336.0,,,,,
792,Idaho,1971,735703,11.08378753904989,,,3918.0,3541.0,,,,,
793,Idaho,1972,758840,11.66074329633023,,,4329.0,3938.0,,,,,
794,Idaho,1973,781977,11.97453840352357,,,4885.0,4408.0,,,,,
795,Idaho,1974,805114,12.09239376260277,,,5566.0,4983.0,,,,,
796,Idaho,1975,828251,13.15131058123056,,,5850.0,5288.0,,,,,
797,Idaho,1976,851387,12.93692709331827,,,6343.0,5719.0,,5.65,,,
798,Idaho,1977,874524,12.89261737286238,,,6726.0,6048.0,,5.85,,,
799,Idaho,1978,897661,13.3125577806747,,,7497.0,6722.0,,5.49,,,
800,Idaho,1979,920798,13.34528914753603,,,8007.0,7159.0,,5.82,,,
801,Idaho,1980,943935,11.22229181532657,,,8857.0,7925.0,,7.55,,,57.0
802,Idaho,1981,950216,10.17233000546229,,,9597.0,8504.0,,7.65,,,55.0
803,Idaho,1982,956497,9.764553214305728,,,9956.0,8922.0,,9.88,,,53.0
804,Idaho,1983,962779,9.647332601266514,,,10795.0,9755.0,,9.08,,,51.0
805,Idaho,1984,969060,9.76628050621552,,,11385.0,10310.0,,7.2,,,39.0
806,Idaho,1985,975342,9.945784833365158,,,11995.0,10842.0,,7.81,,,40.0
807,Idaho,1986,981623,9.812930348397671,,,12286.0,11160.0,,8.38,,,34.0
808,Idaho,1987,987904,10.06826795145335,,,12867.0,11658.0,,7.62,,,32.666666666666664
809,Idaho,1988,994186,10.62923887220107,,,13948.0,12622.0,,6.19,,,30.6
810,Idaho,1989,1000467,11.22150576794035,,,15209.0,13615.0,,5.48,,,30.4
811,Idaho,1990,1006749,11.36533998580422,,,16143.0,14399.0,,5.62,,,29.333333333333332
812,Idaho,1991,1035469,12.03370821604947,,,16517.0,14756.0,,6.34,,,30.692307692307693
813,Idaho,1992,1064189,11.30956776799343,,,17619.0,15651.0,,6.52,,,30.0
814,Idaho,1993,1092910,12.39659585566841,,,18660.0,16613.0,,6.08,,,32.0
815,Idaho,1994,1121630,12.53416548976505,,,19329.0,17204.0,,5.5,,,27.785714285714285
816,Idaho,1995,1150351,13.32246484898459,,,20206.0,17968.0,,5.5,,,23.352941176470587
817,Idaho,1996,1179071,13.77802981349085,,,20999.0,18628.0,,5.42,,,25.5
818,Idaho,1997,1207791,13.77983860458742,,38816.3,21465.0,18968.0,,5.22,,,25.166666666666668
819,Idaho,1998,1236512,13.9978064422533,,40879.3,22756.0,20140.0,,5.23,,,24.333333333333332
820,Idaho,1999,1265232,14.88975460814157,,44821.5,23658.0,20843.0,,5.01,42.0,,27.894736842105264
821,Idaho,2000,1293953,15.69270586577412,,49793.0,25139.0,22016.0,,4.66,42.0,,28.105263157894736
822,Idaho,2001,1321315,15.57721166606273,,48695.4,25803.0,22738.0,,5.08,40.0,,29.68421052631579
823,Idaho,2002,1348678,15.01079177856429,,49840.5,26272.0,23788.0,,5.62,39.0,,32.458333333333336
824,Idaho,2003,1376041,14.48792600504578,,51542.6,26739.0,24375.0,,5.57,39.0,,30.181818181818183
825,Idaho,2004,1403404,15.68493293511317,,55137.1,28299.0,25803.0,,4.87,39.0,,35.208333333333336
826,Idaho,2005,1430767,15.78771585646776,,59331.9,29214.0,26187.0,,3.99,39.0,606.0,32.391304347826086
827,Idaho,2006,1458130,15.83032688599401,,60738.6,31244.0,27785.0,,3.42,38.0,,35.3
828,Idaho,2007,1485493,16.30263337187302,,61812.1,32459.0,28854.0,,3.02,39.0,,33.77777777777778
829,Idaho,2008,1512856,15.49629098218669,94.973,63878.2,32690.0,29349.0,3676.0,5.03,39.0,,32.05263157894737
830,Idaho,2009,1540219,15.13557061466258,94.857,61276.1,31200.0,28713.0,3780.0,8.71,41.0,,29.833333333333332
831,Idaho,2010,1567582,16.22434874453672,93.204,62626.4,31948.0,29404.0,3450.0,8.76,41.0,,32.35294117647059
832,Idaho,2011,1594734,15.88901896104968,94.129,62704.0,33447.0,30504.0,3171.0,8.17,40.0,,29.5625
833,Idaho,2012,1621886,15.69975002854019,93.491,62007.3,34812.0,31724.0,3347.0,7.4,40.0,,29.928571428571427
834,Idaho,2013,1649039,17.11613725514825,93.679,64769.8,35699.0,32308.0,3440.0,6.82,40.0,,30.46153846153846
835,Idaho,2014,1676191,16.72648644122606,93.701,66784.9,37107.0,33548.0,3418.0,4.38,40.0,765.0,31.8
836,Idaho,2015,1703344,17.87132344568425,94.308,67790.5,38813.0,34908.0,3581.0,3.87,40.0,746.0,30.9
837,Idaho,2016,1730496,18.12027517631213,92.998,70442.5,39653.0,35547.0,3848.0,3.68,40.0,849.0,31.35
838,Idaho,2017,1757648,18.49902649128745,94.544,72935.1,41197.0,36993.0,4167.0,3.22,46.0,876.0,35.8
839,Idaho,2018,1784801,18.83914665422336,91.703,77652.1,43254.0,39068.0,4177.0,2.88,45.0,889.0,33.7
840,Idaho,2019,1811953,19.8950965476787,92.445,81144.3,45880.0,41274.0,4241.0,2.88,46.0,948.0,30.55
841,Idaho,2020,1839106,19.1662752843477,91.019,82717.4,49607.0,44465.0,4626.0,5.52,46.0,967.0,32.15
842,Idaho,2021,1894537,20.31993898640706,91.625,88969.6,55408.0,49082.0,4588.0,3.5,47.0,1161.0,36.68421052631579
843,Idaho,2022,1928235,20.71881829021328,91.791,92903.7,56984.0,49588.0,4839.0,2.68,47.0,1163.0,34.36842105263158
844,Idaho,2023,1962370,,91.425,95897.9,59192.0,52800.0,4707.0,,,,33.36842105263158
845,Idaho,2024,1996944,,,99603.0,61836.0,55094.0,,,,,26.105263157894736
846,Idaho,2025,2031956,,,,,,,,,,
847,Idaho,2026,2067408,,,,,,,,,,
848,Idaho,2027,2103299,,,,,,,,,,
849,Idaho,2028,2139630,,,,,,,,,,
850,Idaho,2029,2176400,,,,,,,,,,
851,Idaho,2030,2213612,,,,,,,,,,
852,Illinois,1960,10081158,,,,2698.0,2378.0,,,,,
853,Illinois,1961,10184439,,,,2792.0,2470.0,,,,,
854,Illinois,1962,10287721,,,,2907.0,2563.0,,,,,
855,Illinois,1963,10391003,,,,2989.0,2642.0,,,,,
856,Illinois,1964,10494285,,,,3142.0,2816.0,,,,,
857,Illinois,1965,10597567,,,,3373.0,3015.0,,,,,
858,Illinois,1966,10700848,,,,3608.0,3200.0,,,,,
859,Illinois,1967,10804130,,,,3801.0,3358.0,,,,,
860,Illinois,1968,10907412,,,,4055.0,3542.0,,,,,
861,Illinois,1969,11010694,,,,4392.0,3765.0,,,,,
862,Illinois,1970,11113976,247.3281622734721,,,4632.0,3992.0,,,,,
863,Illinois,1971,11145230,243.8708834732782,,,4936.0,4321.0,,,,,
864,Illinois,1972,11176484,253.4338789318182,,,5332.0,4608.0,,,,,
865,Illinois,1973,11207738,257.099692318353,,,5947.0,5172.0,,,,,
866,Illinois,1974,11238992,252.1416226698719,,,6494.0,5622.0,,,,,
867,Illinois,1975,11270247,245.5052362792128,,,7064.0,6202.0,,,,,
868,Illinois,1976,11301501,254.2918323951687,,,7644.0,6642.0,,6.55,,,
869,Illinois,1977,11332755,256.397448171016,,,8369.0,7252.0,,6.19,,,
870,Illinois,1978,11364009,258.9431044479165,,,9213.0,7958.0,,5.98,,,
871,Illinois,1979,11395263,248.6944074358346,,,10118.0,8674.0,,5.58,,,
872,Illinois,1980,11426518,230.3859626370856,,,10954.0,9411.0,,8.22,,,35.65
873,Illinois,1981,11426926,212.7758445708863,,,12127.0,10399.0,,8.62,,,34.5
874,Illinois,1982,11427334,203.0200162536885,,,12860.0,11221.0,,11.4,,,34.76190476190476
875,Illinois,1983,11427743,209.6212978967345,,,13417.0,11785.0,,11.71,,,36.142857142857146
876,Illinois,1984,11428151,206.087216697923,,,14765.0,13040.0,,9.13,,,35.7
877,Illinois,1985,11428560,197.9681154591277,,,15537.0,13676.0,,9.06,,,36.15
878,Illinois,1986,11428968,195.7572562304858,,,16362.0,14424.0,,8.31,,,35.523809523809526
879,Illinois,1987,11429376,192.3618517381626,,,17242.0,15039.0,,7.47,,,36.94736842105263
880,Illinois,1988,11429785,197.3987136965519,,,18655.0,16385.0,,6.74,,,39.81818181818182
881,Illinois,1989,11430193,193.7520372218986,,,19869.0,17341.0,,6.07,,,37.666666666666664
882,Illinois,1990,11430602,193.1382474682592,,,21024.0,18362.0,,6.3,,,34.4
883,Illinois,1991,11529471,192.9441013551216,,,21276.0,18689.0,,7.28,,,34.28
884,Illinois,1992,11628340,189.4032445832617,,,22714.0,20062.0,,7.87,,,33.52
885,Illinois,1993,11727209,203.6592001845168,,,23299.0,20493.0,,7.49,,,31.08695652173913
886,Illinois,1994,11826078,203.3251651121716,,,24327.0,21314.0,,5.8,,,33.791666666666664
887,Illinois,1995,11924947,207.4285099636244,,,25602.0,22385.0,,5.2,,,33.083333333333336
888,Illinois,1996,12023816,221.9327580217802,,,27020.0,23481.0,,5.28,,,32.333333333333336
889,Illinois,1997,12122685,225.281748866792,,619325.8,28360.0,24463.0,,4.77,,,33.36
890,Illinois,1998,12221554,216.7872567038563,,639642.7,29873.0,25616.0,,4.45,,,35.25
891,Illinois,1999,12320423,225.9617630607082,,663857.8,30958.0,26496.0,,4.41,198.0,,37.95652173913044
892,Illinois,2000,12419293,234.1175219979039,,687111.4,33072.0,28299.0,,4.44,196.0,,40.25
893,Illinois,2001,12460426,224.3737474681408,,688404.3,34206.0,29510.0,,5.43,192.0,,40.76
894,Illinois,2002,12501560,226.5683848820168,,692398.1,34520.0,30451.0,,6.55,192.0,,40.56
895,Illinois,2003,12542694,230.5468278539981,,703548.8,35081.0,31328.0,,6.72,192.0,,38.72
896,Illinois,2004,12583828,236.9979196747492,,726139.0,36366.0,32556.0,,6.18,191.0,,37.12
897,Illinois,2005,12624962,243.5948862483449,,741248.6,37720.0,33410.0,,5.72,191.0,4182.0,40.72
898,Illinois,2006,12666096,235.7405271822187,,759825.7,40021.0,35188.0,,4.6,190.0,,37.12
899,Illinois,2007,12707230,243.2635174594793,,769571.6,42148.0,36778.0,,5.07,190.0,,44.76
900,Illinois,2008,12748364,241.569997675656,100.238,759095.3,43238.0,37808.0,54516.0,6.51,191.0,,41.4
901,Illinois,2009,12789498,226.3079904480865,101.521,740794.3,41088.0,37067.0,50988.0,10.18,189.0,,40.48
902,Illinois,2010,12830632,232.4516498870589,101.745,755391.4,42107.0,37816.0,55871.0,10.47,189.0,,42.44
903,Illinois,2011,12828819,231.0866682692281,101.998,772225.6,44075.0,38874.0,53579.0,9.76,188.0,,42.608695652173914
904,Illinois,2012,12827007,218.0076512017037,100.982,790723.3,45934.0,40460.0,51876.0,9.05,188.0,,43.0
905,Illinois,2013,12825194,232.4115218612359,100.238,795435.2,46735.0,40770.0,50089.0,9.08,189.0,,40.869565217391305
906,Illinois,2014,12823382,235.4610335612371,99.686,811490.1,48536.0,42308.0,46840.0,7.17,189.0,4644.0,40.91304347826087
907,Illinois,2015,12821570,217.7080164387504,98.932,825424.9,50688.0,44020.0,48851.0,5.99,188.0,4850.0,42.0
908,Illinois,2016,12819757,205.7893567490316,99.535,826404.7,51347.0,44843.0,54815.0,5.88,188.0,5508.0,41.43478260869565
909,Illinois,2017,12817945,204.2975085231892,100.28,832826.8,53056.0,46563.0,55594.0,4.95,189.0,6019.0,44.17391304347826
910,Illinois,2018,12816132,211.4533552900294,100.323,851517.2,56077.0,49284.0,52141.0,4.4,187.0,6016.0,44.869565217391305
911,Illinois,2019,12814320,202.0997782111582,99.466,858018.3,57738.0,50705.0,51510.0,3.97,185.0,6095.0,45.17391304347826
912,Illinois,2020,12812508,168.5371156768169,100.341,810200.9,61542.0,54435.0,51255.0,9.33,184.0,7170.0,43.391304347826086
913,Illinois,2021,13056878,183.3604196516236,101.329,855888.1,66612.0,57968.0,21174.0,6.09,181.0,7664.0,45.95652173913044
914,Illinois,2022,13090264,183.6917694625487,101.24,876536.0,68352.0,57875.0,32898.0,4.54,181.0,7597.0,44.21739130434783
915,Illinois,2023,13123172,,98.855,885651.3,71716.0,62556.0,36406.0,,,,47.65217391304348
916,Illinois,2024,13155596,,,895342.5,74197.0,64631.0,,,,,43.52173913043478
917,Illinois,2025,13187531,,,,,,,,,,
918,Illinois,2026,13218969,,,,,,,,,,
919,Illinois,2027,13249907,,,,,,,,,,
920,Illinois,2028,13280337,,,,,,,,,,
921,Illinois,2029,13310253,,,,,,,,,,
922,Illinois,2030,13339651,,,,,,,,,,
923,Indiana,1960,4662498,,,,2223.0,1986.0,,,,,
924,Indiana,1961,4715615,,,,2264.0,2035.0,,,,,
925,Indiana,1962,4768732,,,,2421.0,2163.0,,,,,
926,Indiana,1963,4821849,,,,2509.0,2229.0,,,,,
927,Indiana,1964,4874966,,,,2639.0,2368.0,,,,,
928,Indiana,1965,4928083,,,,2877.0,2578.0,,,,,
929,Indiana,1966,4981200,,,,3058.0,2715.0,,,,,
930,Indiana,1967,5034317,,,,3170.0,2806.0,,,,,
931,Indiana,1968,5087434,,,,3419.0,3001.0,,,,,
932,Indiana,1969,5140551,,,,3741.0,3241.0,,,,,
933,Indiana,1970,5193669,172.0135159654852,,,3849.0,3377.0,,,,,
934,Indiana,1971,5223324,169.1466133631195,,,4151.0,3681.0,,,,,
935,Indiana,1972,5252980,184.1054626784032,,,4503.0,3950.0,,,,,
